OBJECTID,Provider Number,dist_apart,match source,matching_uuid
224,040076,0,dist threshhold,224-040076
226,041311,0,dist threshhold,226-041311
227,040119,0,dist threshhold,227-040119
228,040071,43,dist threshhold,228-040071
229,040002,0,dist threshhold,229-040002
230,041309,0,dist threshhold,230-041309
231,041300,0,dist threshhold,231-041300
232,041318,0,dist threshhold,232-041318
233,041316,0,dist threshhold,233-041316
234,040069,0,dist threshhold,234-040069
235,040050,0,dist threshhold,235-040050
236,040085,0,dist threshhold,236-040085
237,040015,0,dist threshhold,237-040015
238,040041,0,dist threshhold,238-040041
239,040036,0,dist threshhold,239-040036
240,040016,170,normalized average,240-040016
241,040007,0,top dist and str match,241-040007
243,040114,0,top dist and str match,243-040114
244,040147,0,dist threshhold,244-040147
245,040134,0,dist threshhold,245-040134
246,040137,0,top dist and str match,246-040137
247,043300,0,dist threshhold,247-043300
248,040047,0,dist threshhold,248-040047
249,040019,0,dist threshhold,249-040019
250,040084,0,dist threshhold,250-040084
251,041305,0,dist threshhold,251-041305
252,040055,0,top dist and str match,252-040055
254,041310,0,dist threshhold,254-041310
255,040088,0,dist threshhold,255-040088
256,041313,0,dist threshhold,256-041313
258,040152,0,dist threshhold,258-040152
259,040022,0,top dist and str match,259-040022
260,040004,0,top dist and str match,260-040004
